   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1885    0.007    0.000    0.801    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/polygon.py:85(is_ccw)
     1885    0.005    0.000    0.791    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/algorithms/cga.py:13(is_ccw_op)
     1885    0.024    0.000    0.786    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/algorithms/cga.py:2(signed_area)
    94/64    0.001    0.000    0.762    0.012 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:1895(parseString)
      260    0.003    0.000    0.758    0.003 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:1404(get_major_ticks)
 13396/64    0.072    0.000    0.756    0.012 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:1641(_parseNoCache)
 14272/57    0.118    0.000    0.754    0.013 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:1829(_parseCache)
  2745/64    0.014    0.000    0.749    0.012 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4032(parseImpl)
       56    0.001    0.000    0.745    0.013 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:1985(_get_tick_boxes_siblings)
 2012/731    0.043    0.000    0.745    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/mpl/patch.py:37(geos_to_path)
        1    0.000    0.000    0.733    0.733 /lmt/venv/ilamb/lib/python3.8/site-packages/pylab.py:1(<module>)
        1    0.000    0.000    0.733    0.733 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/pylab.py:1(<module>)
       30    0.000    0.000    0.729    0.024 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:2587(parse)
      494    0.002    0.000    0.728    0.001 {method 'clip' of 'numpy.ndarray' objects}
      500    0.006    0.000    0.727    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/_methods.py:97(_clip)
     1272    0.040    0.000    0.724    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:332(_apply_params)
  6903/45    0.021    0.000    0.723    0.016 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4443(parseImpl)
        6    0.000    0.000    0.715    0.119 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axis_artist.py:1019(_update_ticks)
   271/96    0.002    0.000    0.704    0.007 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4669(parseImpl)
   127/94    0.001    0.000    0.703    0.007 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4762(parseImpl)
        1    0.001    0.001    0.702    0.702 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/pyplot.py:4(<module>)
        6    0.001    0.000    0.700    0.117 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axis_artist.py:672(get_window_extents)
  524/226    0.002    0.000    0.698    0.003 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:1313(wrapper)
      500    0.362    0.001    0.688    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/_methods.py:78(_clip_dep_invoke_with_casting)
       70    0.004    0.000    0.678    0.010 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:249(draw)
       30    0.000    0.000    0.675    0.022 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:2672(math_string)
      124    0.002    0.000    0.672    0.005 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:945(set_clip_path)
       54    0.000    0.000    0.666    0.012 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:863(draw)
658949/654112    0.489    0.000    0.666    0.000 {built-in method builtins.len}
   866/78    0.013    0.000    0.662    0.008 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4232(parseImpl)
    11638    0.205    0.000    0.662    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/artist.py:942(update)
   110329    0.265    0.000    0.661    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:353(geometryType)
      757    0.014    0.000    0.661    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/crs.py:559(_rings_to_multi_polygon)
2861/2747    0.070    0.000    0.656    0.000 {built-in method builtins.__build_class__}
   263834    0.454    0.000    0.655    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/topology.py:16(_validate)
     6400    0.050    0.000    0.650    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/artist.py:1064(set)
       18    0.000    0.000    0.624    0.035 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axis_artist.py:579(_get_ticklabels_offsets)
       18    0.001    0.000    0.623    0.035 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axis_artist.py:700(get_texts_widths_heights_descents)
    36830    0.166    0.000    0.615    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:669(is_empty)
      148    0.607    0.004    0.613    0.004 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/ma/core.py:855(__call__)
141531/114961    0.313    0.000    0.605    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/artist.py:219(stale)
      270    0.005    0.000    0.573    0.002 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:289(draw)
       64    0.002    0.000    0.572    0.009 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/cm.py:223(to_rgba)
   353440    0.569    0.000    0.569    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:222(empty)
      116    0.002    0.000    0.568    0.005 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:754(update_scalarmappable)
        1    0.008    0.008    0.558    0.558 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ModelResult.py:283(derivedVariable)
  432/188    0.002    0.000    0.551    0.003 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4830(parseImpl)
      144    0.004    0.000    0.547    0.004 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colorbar.py:240(tick_values)
     5975    0.019    0.000    0.545    0.000 <__array_function__ internals>:2(amax)
     5921    0.019    0.000    0.540    0.000 <__array_function__ internals>:2(amin)
   736350    0.533    0.000    0.533    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:259(_geom)
      160    0.006    0.000    0.530    0.003 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:2180(get_tick_space)
121932/121388    0.226    0.000    0.522    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:239(__del__)
     7343    0.026    0.000    0.513    0.000 <__array_function__ internals>:2(any)
        1    0.000    0.000    0.513    0.513 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/__init__.py:1(<module>)
      224    0.001    0.000    0.510    0.002 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:1147(_get_tick_bboxes)
     8969    0.028    0.000    0.508    0.000 /lmt/venv/ilamb/lib/python3.8/re.py:287(_compile)
      224    0.006    0.000    0.506    0.002 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:1149(<listcomp>)
     5975    0.020    0.000    0.506    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2551(amax)
     4102    0.079    0.000    0.503    0.000 {shapely.speedups._speedups.geos_linearring_from_py}
     5921    0.020    0.000    0.501    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2676(amin)
     2220    0.007    0.000    0.473    0.000 <__array_function__ internals>:2(isclose)
        1    0.000    0.000    0.471    0.471 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ilamblib.py:1(<module>)
146005/146001    0.294    0.000    0.466    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/__init__.py:811(__getitem__)
        2    0.111    0.056    0.466    0.233 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/ma/core.py:877(__call__)
     7343    0.025    0.000    0.461    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2236(any)
      304    0.005    0.000    0.460    0.002 /lmt/venv/ilamb/lib/python3.8/sre_compile.py:759(compile)
     2220    0.045    0.000    0.454    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/numeric.py:2167(isclose)
   560280    0.450    0.000    0.450    0.000 {built-in method _ctypes.byref}
     1222    0.024    0.000    0.443    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/artist.py:709(set_clip_path)
       52    0.001    0.000    0.442    0.008 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/mpl/geoaxes.py:591(get_extent)
       20    0.001    0.000    0.439    0.022 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Post.py:40(ColorBar)
       20    0.001    0.000    0.435    0.022 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colorbar.py:398(__init__)
     2933    0.007    0.000    0.432    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/_methods.py:47(_all)
     1638    0.007    0.000    0.432    0.000 <__array_function__ internals>:2(allclose)
       52    0.003    0.000    0.430    0.008 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/mpl/geoaxes.py:605(_get_extent_geom)
      224    0.006    0.000    0.429    0.002 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:1326(get_minorticklocs)
     1678    0.007    0.000    0.425    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/linestring.py:103(xy)
     1621    0.006    0.000    0.424    0.000 {method 'all' of 'numpy.ndarray' objects}
   120867    0.287    0.000    0.423    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:263(_geom)
      232    0.001    0.000    0.419    0.002 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:1322(get_majorticklocs)
      517    0.008    0.000    0.418    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:458(_get_tick1line)
     1638    0.009    0.000    0.418    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/numeric.py:2091(allclose)
        1    0.000    0.000    0.414    0.414 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/__init__.py:1(<module>)
      506    0.002    0.000    0.408    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/ma/core.py:1824(_check_mask_axis)
      363    0.001    0.000    0.404    0.001 /lmt/venv/ilamb/lib/python3.8/re.py:248(compile)
       64    0.074    0.001    0.403    0.006 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colors.py:480(__call__)
      517    0.010    0.000    0.401    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:484(_get_gridline)
    19108    0.063    0.000    0.399    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:326(_get_coords)
       62    0.111    0.002    0.399    0.006 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:942(_gen_axes_spines)
    37414    0.241    0.000    0.393    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/predicates.py:23(__call__)
     2476    0.012    0.000    0.388    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2371(transform_affine)
     1032    0.005    0.000    0.382    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:798(_set_scale)
        2    0.001    0.001    0.377    0.188 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Post.py:74(TaylorDiagram)
   177889    0.237    0.000    0.367    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:5487(<lambda>)
     1646    0.010    0.000    0.366    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:209(get_transform)
     1032    0.014    0.000    0.365    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/scale.py:86(set_default_locators_and_formatters)
      548    0.014    0.000    0.360    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:697(union)
      938    0.034    0.000    0.359    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/text.py:655(draw)
       52    0.000    0.000    0.357    0.007 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/feature/__init__.py:295(intersecting_geometries)
      856    0.036    0.000    0.357    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/lines.py:751(draw)
       52    0.000    0.000    0.357    0.007 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/feature/__init__.py:109(intersecting_geometries)
       52    0.001    0.000    0.354    0.007 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/feature/__init__.py:278(geometries)
       70    0.322    0.005    0.351    0.005 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      131    0.001    0.000    0.350    0.003 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/io/shapereader.py:222(geometries)
      146    0.284    0.002    0.340    0.002 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/ma/core.py:1700(mask_or)
      146    0.005    0.000    0.338    0.002 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:2388(autoscale_view)
       62    0.002    0.000    0.337    0.005 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:594(_init_axis)
      129    0.001    0.000    0.337    0.003 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/io/shapereader.py:110(_make_geometry)
        1    0.000    0.000    0.337    0.337 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/basic.py:1(<module>)
        1    0.000    0.000    0.334    0.334 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/assumptions.py:1(<module>)
      129    0.005    0.000    0.334    0.003 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/io/shapereader.py:80(_create_polygon)
      963    0.019    0.000    0.333    0.000 <frozen importlib._bootstrap_external>:849(get_code)
        1    0.001    0.001    0.333    0.333 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/facts.py:407(__init__)
       20    0.000    0.000    0.328    0.016 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colorbar.py:476(draw_all)
      744    0.011    0.000    0.328    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:819(cla)
     6426    0.210    0.000    0.325    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:1702(normalize_kwargs)
      292    0.022    0.000    0.322    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:2425(handle_single_axis)
   111107    0.321    0.000    0.321    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:67(geometry_type_name)
      517    0.007    0.000    0.317    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:469(_get_tick2line)
      308    0.001    0.000    0.317    0.001 {built-in method _functools.reduce}
     1015    0.008    0.000    0.316    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/multipolygon.py:32(__init__)
        1    0.000    0.000    0.314    0.314 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colorbar.py:1(<module>)
     7341    0.035    0.000    0.314    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colors.py:149(to_rgba)
     2664    0.030    0.000    0.312    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:1179(findfont)
     1242    0.003    0.000    0.311    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:757(get_patch_transform)
       70    0.001    0.000    0.310    0.004 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:212(_prepare_points)
      584    0.005    0.000    0.310    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/crs.py:549(<listcomp>)
     1242    0.019    0.000    0.308    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:728(_update_patch_transform)
     2315    0.029    0.000    0.305    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/_asarray.py:223(require)
        2    0.001    0.000    0.304    0.152 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Variable.py:1643(spatialDistribution)
     1015    0.035    0.000    0.303    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/multipolygon.py:149(geos_multipolygon_from_polygons)
       54    0.007    0.000    0.303    0.006 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:234(<listcomp>)
     2124    0.035    0.000    0.296    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/text.py:121(__init__)
    26166    0.149    0.000    0.293    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/coords.py:48(__len__)
      466    0.013    0.000    0.293    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:42(__init__)
     1287    0.025    0.000    0.292    0.000 <frozen importlib._bootstrap>:890(_find_spec)
     5024    0.010    0.000    0.290    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/polygon.py:32(__init__)
      304    0.003    0.000    0.289    0.001 /lmt/venv/ilamb/lib/python3.8/sre_parse.py:937(parse)
     2832    0.040    0.000    0.287    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/polygon.py:500(geos_polygon_from_py)
       11    0.000    0.000    0.286    0.026 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/artist.py:1578(kwdoc)
     1249    0.052    0.000    0.286    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/lines.py:667(recache)
      310    0.001    0.000    0.285    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:957(<genexpr>)
      248    0.003    0.000    0.284    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/spines.py:536(linear_spine)
     2655    0.052    0.000    0.282    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:620(__init__)
  891/304    0.011    0.000    0.282    0.001 /lmt/venv/ilamb/lib/python3.8/sre_parse.py:435(_parse_sub)
